Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202516700039,ADEPT,2025/2026,,2025-06-13,122,03,1,,1228891,DR,658.93,COK,1,202516400154759,
202516700040,AFDEP,2025/2026,,2025-06-13,018,03,1,,0188743,DR,1536.22,COL,1,202516400154731,
202516700041,JVEFI,2025/2026,,2025-06-16,018,03,1,,0180100,CR,5903.22,CMC,1,202516700154763,
202516700042,JVEFI,2025/2026,,2025-06-16,018,03,1,,0180117,CR,6468.37,CMC,1,202516700154764,
202516700043,JVEFI,2025/2026,,2025-06-16,018,03,1,,0180125,CR,19628.31,CMC,13,202516700154765,
202516700044,JVEFI,2025/2026,,2025-06-16,018,03,1,,0181941,CR,6563.87,CMC,1,202516700154766,
202516700045,JVEFI,2025/2026,,2025-06-16,018,03,1,,0182182,CR,150503.79,CMC,1,202516700154767,
202516700046,JVEFI,2025/2026,,2025-06-16,018,03,1,,0182207,CR,1041.88,CMC,1,202516700154768,
202516700047,JVEFI,2025/2026,,2025-06-16,018,03,1,,0183048,CR,1054.00,CMC,1,202516700154769,
202516700048,JVEFI,2025/2026,,2025-06-16,018,03,1,,0186635,CR,613.83,CMC,1,202516700154771,
202516700049,JVEFI,2025/2026,,2025-06-16,030,03,1,,0301612,DR,2577.32,CMC,1,202516700154773,
202516700050,JVEFI,2025/2026,,2025-06-16,047,03,1,,0470470,CR,976.22,CMC,1,202516700154774,
202516700051,JVEFI,2025/2026,,2025-06-16,005,03,1,,0050054,DR,3494.49,CMC,5,202516700154760,
202516700052,JVEFI,2025/2026,,2025-06-16,018,03,1,,0186369,CR,2054.06,CMC,1,202516700154770,
202516700053,JVEFI,2025/2026,,2025-06-16,022,03,1,,0229000,CR,3135.68,CMC,1,202516700154772,
202516700054,JVEFI,2025/2026,,2025-06-16,165,03,1,,1651651,CR,1017.07,CMC,1,202516700154778,
202516700055,JVFID,2025/2026,,2025-06-16,097,03,1,,,DR,953.98,JMU,1,202516700154776,
202516700056,JVFIR,2025/2026,,2025-06-16,097,03,1,,,DR,235030.03,JMT,1,202516700154775,
202516700057,JVFIR,2025/2026,,2025-06-16,097,03,1,,,DR,12325244.64,JMT,1,202516700154775,
202516700058,JVFIR,2025/2026,,2025-06-16,097,03,1,,,DR,2272524.42,JMT,1,202516700154775,
202516700059,JVFRD,2025/2026,,2025-06-13,097,03,1,,,DR,85048.59,JMV,1,202516400154736,
202516700060,JVIVI,2025/2026,,2025-06-16,006,03,1,,0060000,CR,13352.55,CMD,3,202516700154761,
202516700061,JVIVR,2025/2026,,2025-06-13,006,03,1,,0060000,DR,88.94,CMF,1,202516400154709,
202516700062,TDINT,2025/2026,,2025-06-13,006,03,1,,0060000,CR,1027991.78,COQ,10,202516400154712,
202516700063,TI003,2025/2026,,2025-06-13,097,03,1,,,DR,3000000000.00,JOO,1,202516400154739,
202516700064,TI004,2025/2026,,2025-06-13,097,03,1,,,DR,2181818000.00,JOP,2,202516400154740,
202516700065,TI010,2025/2026,,2025-06-13,097,03,1,,,DR,3159091000.00,JOL,3,202516400154732,
202516700066,TI219,2025/2026,,2025-06-13,097,03,1,,,DR,440000000.00,JOS,2,202516400154741,
202516700067,TI869,2025/2026,,2025-06-13,097,03,1,,,DR,400000000.00,JOU,1,202516400154742,
202516700068,TI999,2025/2026,,2025-06-13,097,03,1,,,DR,1709091000.00,JOY,3,202516400154743,
202516700069,TM010,2025/2026,,2025-06-13,097,03,1,,,DR,3000000000.00,JPD,2,202516400154744,
202516700070,TM219,2025/2026,,2025-06-13,097,03,1,,,DR,365000000.00,JPK,3,202516400154745,
202516700071,TM869,2025/2026,,2025-06-13,097,03,1,,,DR,900000000.00,JPM,2,202516400154746,
202516700072,TM999,2025/2026,,2025-06-13,097,03,1,,,DR,1400000000.00,JPQ,3,202516400154747,
202516800000,EPAYR,2025/2026,,2025-06-16,097,03,1,,,DR,4211493.09,JMR,12,202516700154813,
202516800001,JVBDP,2025/2026,,2025-06-16,097,03,1,,,DR,6699908254.17,JMY,64,202516700154815,
202516800002,JVBRT,2025/2026,,2025-06-16,006,03,1,,0060000,DR,54386000.00,CMT,1,202516700154782,
202516800003,JVRDI,2025/2026,,2025-06-16,006,03,1,,0060000,DR,28950.42,CMI,10,202516700154781,
202516800004,JVRGI,2025/2026,,2025-06-16,097,03,1,,,DR,974811764.45,JMG,42,202516700154811,
202516800005,RDBOA,2025/2026,,2025-06-16,097,03,1,,,DR,14626558.05,JND,3,202516700154817,
202516800006,JVLVP,2025/2026,,2025-06-16,097,03,1,,,DR,5079263304.20,JML,2,202516700154812,
202516800007,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147002,DR,3484.29,COK,3,202516700154784,
202516800008,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147003,DR,1724.69,COK,1,202516700154785,
202516800009,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147004,DR,9077.66,COK,9,202516700154786,
202516800010,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147005,DR,10374.74,COK,7,202516700154787,
202516800011,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147006,DR,2164.41,COK,3,202516700154788,
202516800012,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147007,DR,3043.03,COK,4,202516700154789,
202516800013,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147008,DR,707.68,COK,1,202516700154790,
202516800014,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147009,DR,1046.19,COK,1,202516700154791,
202516800015,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147010,DR,5169.37,COK,5,202516700154792,
202516800016,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147011,DR,8662.13,COK,9,202516700154793,
202516800017,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147021,DR,891.68,COK,1,202516700154794,
202516800018,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147022,DR,4852.21,COK,6,202516700154795,
202516800019,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147025,DR,3642.76,COK,5,202516700154796,
202516800020,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147026,DR,1115.47,COK,1,202516700154797,
202516800021,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147027,DR,4051.02,COK,8,202516700154798,
202516800022,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147028,DR,168.01,COK,1,202516700154799,
202516800023,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147030,DR,4409.68,COK,6,202516700154800,
202516800024,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147031,DR,3210.93,COK,4,202516700154801,
202516800025,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147036,DR,2067.20,COK,3,202516700154802,
202516800026,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147462,DR,4000.00,COK,1,202516700154803,
202516800027,ADEPT,2025/2026,,2025-06-16,014,03,1,,0147504,DR,1008.73,COK,1,202516700154804,
202516800028,ADEPT,2025/2026,,2025-06-16,014,03,1,,0148455,DR,808.00,COK,1,202516700154805,
202516800029,ADEPT,2025/2026,,2025-06-16,014,03,1,,0148460,DR,1839.00,COK,1,202516700154806,
202516800030,ADEPT,2025/2026,,2025-06-16,030,03,1,,0302201,DR,125.40,COK,1,202516700154808,
202516800031,ADEPT,2025/2026,,2025-06-16,079,03,1,,0794223,DR,2363.94,COK,1,202516700154809,
202516800032,ADEPT,2025/2026,,2025-06-16,122,03,1,,1220382,DR,708.83,COK,1,202516700154829,
202516800033,ADEPT,2025/2026,,2025-06-16,122,03,1,,1220581,DR,1076.87,COK,3,202516700154830,
202516800034,ADEPT,2025/2026,,2025-06-16,122,03,1,,1220591,DR,65.00,COK,1,202516700154831,
202516800035,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221491,DR,612.00,COK,2,202516700154832,
202516800036,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221493,DR,429.50,COK,2,202516700154833,
202516800037,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221494,DR,986.48,COK,9,202516700154834,
202516800038,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221495,DR,74.85,COK,2,202516700154835,
202516800039,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221497,DR,603.24,COK,1,202516700154836,
202516800040,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221500,DR,70.00,COK,1,202516700154837,
202516800041,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221585,DR,209.50,COK,2,202516700154838,
202516800042,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221587,DR,53.07,COK,1,202516700154839,
202516800043,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221596,DR,71.00,COK,1,202516700154840,
202516800044,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221887,DR,317.60,COK,2,202516700154841,
202516800045,ADEPT,2025/2026,,2025-06-16,122,03,1,,1221890,DR,829.16,COK,3,202516700154842,
202516800046,ADEPT,2025/2026,,2025-06-16,122,03,1,,1222490,DR,8635.80,COK,3,202516700154843,
202516800047,ADEPT,2025/2026,,2025-06-16,122,03,1,,1222492,DR,2689.00,COK,1,202516700154844,
202516800048,ADEPT,2025/2026,,2025-06-16,122,03,1,,1222509,DR,3407.57,COK,2,202516700154845,
202516800049,ADEPT,2025/2026,,2025-06-16,122,03,1,,1222590,DR,510.65,COK,1,202516700154846,
202516800050,ADEPT,2025/2026,,2025-06-16,122,03,1,,1223728,DR,194.88,COK,1,202516700154847,
202516800051,ADEPT,2025/2026,,2025-06-16,122,03,1,,1224394,DR,589.75,COK,4,202516700154848,
202516800052,ADEPT,2025/2026,,2025-06-16,122,03,1,,1224395,DR,122.00,COK,1,202516700154849,
202516800053,ADEPT,2025/2026,,2025-06-16,122,03,1,,1224396,DR,212.30,COK,1,202516700154850,
202516800054,ADEPT,2025/2026,,2025-06-16,122,03,1,,1224797,DR,420.71,COK,1,202516700154851,
202516800055,DOMFR,2025/2026,,2025-06-16,018,03,1,,0188743,CR,1536.22,COK,1,202516700154807,
202516800056,JVEFI,2025/2026,,2025-06-17,005,03,1,,0050054,CR,2742.24,CMC,3,202516800154853,
202516800057,JVEFI,2025/2026,,2025-06-17,035,03,1,,0350000,CR,1909.63,CMC,1,202516800154863,
202516800058,JVEFI,2025/2026,,2025-06-17,041,03,1,,0410900,CR,966.28,CMC,1,202516800154864,
202516800059,JVEFI,2025/2026,,2025-06-17,005,03,1,,0050054,CR,3740.82,CMC,5,202516800154853,
202516800060,JVEFI,2025/2026,,2025-06-17,018,03,1,,0180100,CR,86393.36,CMC,2,202516800154855,
202516800061,JVEFI,2025/2026,,2025-06-17,018,03,1,,0180125,CR,502.54,CMC,1,202516800154856,
202516800062,JVEFI,2025/2026,,2025-06-17,018,03,1,,0182182,CR,251586.48,CMC,1,202516800154857,
202516800063,JVEFI,2025/2026,,2025-06-17,018,03,1,,0182183,CR,27943.83,CMC,1,202516800154858,
202516800064,JVEFI,2025/2026,,2025-06-17,018,03,1,,0182184,CR,32536.82,CMC,3,202516800154859,
202516800065,JVEFI,2025/2026,,2025-06-17,018,03,1,,0189518,CR,629.83,CMC,1,202516800154860,
202516800066,JVEFI,2025/2026,,2025-06-17,018,03,1,,0189999,CR,5154.35,CMC,1,202516800154861,
202516800067,JVEFI,2025/2026,,2025-06-17,030,03,1,,0301612,CR,1318.21,CMC,2,202516800154862,
202516800068,JVEFI,2025/2026,,2025-06-17,005,03,1,,0050054,CR,10234.05,CMC,2,202516800154853,
202516800069,JVEFI,2025/2026,,2025-06-17,086,03,1,,0860100,CR,3597.17,CMC,1,202516800154865,
202516800070,JVEFR,2025/2026,,2025-06-16,165,03,1,,1650165,CR,646.07,CME,1,202516700154852,
202516800071,JVFID,2025/2026,,2025-06-17,097,03,1,,,DR,417.51,JMU,1,202516800154867,
202516800072,JVFIR,2025/2026,,2025-06-17,097,03,1,,,DR,2219103.71,JMT,1,202516800154866,
202516800073,JVFIR,2025/2026,,2025-06-17,097,03,1,,,DR,32565751.19,JMT,1,202516800154866,
202516800074,JVFIR,2025/2026,,2025-06-17,097,03,1,,,DR,3982557.49,JMT,1,202516800154866,
202516800075,JVFRD,2025/2026,,2025-06-16,097,03,1,,,DR,75.00,JMV,1,202516700154814,
202516800076,JVIVI,2025/2026,,2025-06-17,006,03,1,,0060000,CR,18798.59,CMD,3,202516800154854,
202516800077,JVIVR,2025/2026,,2025-06-16,006,03,1,,0060000,DR,74.62,CMF,1,202516700154780,
202516800078,TDINT,2025/2026,,2025-06-16,006,03,1,,0060000,CR,1833739.74,COQ,10,202516700154783,
202516800079,TI003,2025/2026,,2025-06-16,097,03,1,,,DR,4000000000.00,JOO,2,202516700154818,
202516800080,TI004,2025/2026,,2025-06-16,097,03,1,,,DR,1700000000.00,JOP,2,202516700154819,
202516800081,TI010,2025/2026,,2025-06-16,097,03,1,,,DR,4500000000.00,JOL,2,202516700154810,
202516800082,TI219,2025/2026,,2025-06-16,097,03,1,,,DR,250000000.00,JOS,2,202516700154820,
202516800083,TI869,2025/2026,,2025-06-16,097,03,1,,,DR,350000000.00,JOU,1,202516700154821,
202516800084,TI999,2025/2026,,2025-06-16,097,03,1,,,DR,4830000000.00,JOY,4,202516700154822,
202516800085,TM003,2025/2026,,2025-06-16,097,03,1,,,DR,3000000000.00,JPG,1,202516700154824,
202516800086,TM004,2025/2026,,2025-06-16,097,03,1,,,DR,981818000.00,JPH,1,202516700154825,
202516800087,TM010,2025/2026,,2025-06-16,097,03,1,,,DR,909091000.00,JPD,2,202516700154823,
202516800088,TM219,2025/2026,,2025-06-16,097,03,1,,,DR,450000000.00,JPK,2,202516700154826,
202516800089,TM869,2025/2026,,2025-06-16,097,03,1,,,DR,300000000.00,JPM,1,202516700154827,
202516800090,TM999,2025/2026,,2025-06-16,097,03,1,,,DR,1809091000.00,JPQ,3,202516700154828,
202516800091,RGEPA,2025/2026,,2025-06-13,097,03,1,,,DR,1237119167.78,JMZ,1,202516400154779,
202516800092,RGEPA,2025/2026,,2025-06-16,097,03,1,,,DR,728750251.70,JMZ,1,202516700154816,
202516900000,CRCPA,2025/2026,,2025-06-18,006,03,1,8761000,0060000,DR,1500.00,COK,1,202516900154868,
202516900001,CRCPA,2025/2026,,2025-06-18,014,03,1,8761000,0140000,DR,509.91,COK,1,202516900154869,
202516900002,EPAYR,2025/2026,,2025-06-17,097,03,1,,,DR,2764572.50,JMR,14,202516800154896,
202516900003,JVBDP,2025/2026,,2025-06-17,097,03,1,,,DR,2839176146.61,JMY,70,202516800154897,
202516900004,JVBRT,2025/2026,,2025-06-17,006,03,1,,0060000,DR,6300000.00,CMT,1,202516800154872,
202516900005,JVRDI,2025/2026,,2025-06-17,006,03,1,,0060000,DR,37326.60,CMI,13,202516800154871,
202516900006,JVRGI,2025/2026,,2025-06-17,097,03,1,,,DR,1027435858.86,JMG,48,202516800154894,
202516900007,RDBOA,2025/2026,,2025-06-17,097,03,1,,,DR,38319358.19,JND,3,202516800154899,
202516900008,JVLVP,2025/2026,,2025-06-17,097,03,1,,,DR,233118450.86,JML,2,202516800154895,
202516900009,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147004,DR,7296.01,COK,4,202516800154874,
202516900010,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147005,DR,4879.35,COK,4,202516800154875,
202516900011,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147010,DR,5053.66,COK,6,202516800154877,
202516900012,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147011,DR,24896.34,COK,3,202516800154878,
202516900013,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147022,DR,219.62,COK,1,202516800154879,
202516900014,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147024,DR,290.50,COK,1,202516800154880,
202516900015,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147025,DR,388.29,COK,8,202516800154881,
202516900016,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147027,DR,695.69,COK,1,202516800154882,
202516900017,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147030,DR,250.75,COK,1,202516800154883,
202516900018,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147031,DR,2024.09,COK,1,202516800154884,
202516900019,ADEPT,2025/2026,,2025-06-17,014,03,1,,0147036,DR,750.31,COK,1,202516800154885,
202516900020,ADEPT,2025/2026,,2025-06-17,014,03,1,,0148433,DR,1567.00,COK,1,202516800154886,
202516900021,ADEPT,2025/2026,,2025-06-17,014,03,1,,0148444,DR,2221.00,COK,2,202516800154887,
202516900022,ADEPT,2025/2026,,2025-06-17,014,03,1,,0148460,DR,8940.00,COK,7,202516800154889,
202516900023,ADEPT,2025/2026,,2025-06-17,030,03,1,,0302201,DR,250.80,COK,3,202516800154892,
202516900024,ADEPT,2025/2026,,2025-06-17,122,03,1,,1220382,DR,394.46,COK,1,202516800154907,
202516900025,ADEPT,2025/2026,,2025-06-17,122,03,1,,1220581,DR,422.00,COK,2,202516800154908,
202516900026,ADEPT,2025/2026,,2025-06-17,122,03,1,,1220583,DR,89.23,COK,1,202516800154909,
202516900027,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221490,DR,233.50,COK,1,202516800154910,
202516900028,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221491,DR,438.56,COK,2,202516800154911,
202516900029,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221494,DR,820.22,COK,8,202516800154912,
202516900030,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221497,DR,334.59,COK,2,202516800154913,
202516900031,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221500,DR,748.66,COK,5,202516800154914,
202516900032,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221570,DR,271.18,COK,1,202516800154915,
202516900033,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221585,DR,868.48,COK,4,202516800154916,
202516900034,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221587,DR,288.87,COK,1,202516800154917,
202516900035,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221596,DR,220.11,COK,1,202516800154918,
202516900036,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221887,DR,1049.58,COK,3,202516800154919,
202516900037,ADEPT,2025/2026,,2025-06-17,122,03,1,,1221926,DR,77.00,COK,1,202516800154920,
202516900038,ADEPT,2025/2026,,2025-06-17,122,03,1,,1222490,DR,1199.51,COK,2,202516800154921,
202516900039,ADEPT,2025/2026,,2025-06-17,122,03,1,,1222509,DR,5771.03,COK,5,202516800154922,
202516900040,ADEPT,2025/2026,,2025-06-17,122,03,1,,1223703,DR,447.00,COK,1,202516800154923,
202516900041,ADEPT,2025/2026,,2025-06-17,122,03,1,,1223704,DR,149.00,COK,1,202516800154924,
202516900042,ADEPT,2025/2026,,2025-06-17,122,03,1,,1223822,DR,3905.98,COK,1,202516800154925,
202516900043,ADEPT,2025/2026,,2025-06-17,122,03,1,,1224390,DR,188.00,COK,1,202516800154926,
202516900044,ADEPT,2025/2026,,2025-06-17,122,03,1,,1224391,DR,226.50,COK,1,202516800154927,
202516900045,ADEPT,2025/2026,,2025-06-17,122,03,1,,1224394,DR,1422.25,COK,9,202516800154928,
202516900046,ADEPT,2025/2026,,2025-06-17,122,03,1,,1224396,DR,1426.70,COK,5,202516800154929,
202516900047,ADEPT,2025/2026,,2025-06-17,122,03,1,,1224397,DR,236.77,COK,1,202516800154930,
202516900048,ADEPT,2025/2026,,2025-06-17,122,03,1,,1228195,DR,553.50,COK,1,202516800154931,
202516900049,DOMFR,2025/2026,,2025-06-17,014,03,1,,0147009,CR,800.44,COK,1,202516800154876,
202516900050,DOMFR,2025/2026,,2025-06-17,014,03,1,,0148455,CR,136.00,COK,1,202516800154888,
202516900051,DOMFR,2025/2026,,2025-06-17,014,03,1,,0148477,CR,1336.00,COK,1,202516800154890,
202516900052,DOMFR,2025/2026,,2025-06-17,014,03,1,,0148488,CR,413.00,COK,1,202516800154891,
202516900053,DOMFR,2025/2026,,2025-06-17,122,03,1,,1221585,CR,218.66,COK,1,202516800154916,
202516900054,JVEFI,2025/2026,,2025-06-18,119,03,1,,1190001,CR,15920.00,CMC,1,202516900154942,
202516900055,JVEFI,2025/2026,,2025-06-18,005,03,1,,0050050,CR,300.86,CMC,2,202516900154932,
202516900056,JVEFI,2025/2026,,2025-06-18,005,03,1,,0050054,CR,5275.43,CMC,3,202516900154933,
202516900057,JVEFI,2025/2026,,2025-06-18,018,03,1,,0180125,CR,1117.08,CMC,1,202516900154935,
202516900058,JVEFI,2025/2026,,2025-06-18,018,03,1,,0180148,DR,1952.05,CMC,1,202516900154936,
202516900059,JVEFI,2025/2026,,2025-06-18,018,03,1,,0182182,DR,599.84,CMC,1,202516900154937,
202516900060,JVEFI,2025/2026,,2025-06-18,018,03,1,,0189999,DR,1066.73,CMC,1,202516900154938,
202516900061,JVEFI,2025/2026,,2025-06-18,030,03,1,,0301612,DR,1013.73,CMC,1,202516900154939,
202516900062,JVEFI,2025/2026,,2025-06-18,165,03,1,,1651651,CR,1194.65,CMC,1,202516900154943,
202516900063,JVFID,2025/2026,,2025-06-18,097,03,1,,,DR,3852.70,JMU,1,202516900154941,
202516900064,JVFIR,2025/2026,,2025-06-18,097,03,1,,,DR,13040562.26,JMT,1,202516900154940,
202516900065,JVFIR,2025/2026,,2025-06-18,097,03,1,,,DR,4336343.73,JMT,1,202516900154940,
202516900066,JVFIR,2025/2026,,2025-06-18,097,03,1,,,DR,2067742.41,JMT,1,202516900154940,
202516900067,JVIVI,2025/2026,,2025-06-18,006,03,1,,0060000,DR,1622.58,CMD,3,202516900154934,
202516900068,JVIVR,2025/2026,,2025-06-17,006,03,1,,0060000,DR,37.96,CMF,1,202516800154870,
202516900069,TDINT,2025/2026,,2025-06-17,006,03,1,,0060000,CR,893616.45,COQ,8,202516800154873,
202516900070,TI004,2025/2026,,2025-06-17,097,03,1,,,DR,1300000000.00,JOP,2,202516800154900,
202516900071,TI010,2025/2026,,2025-06-17,097,03,1,,,DR,1450000000.00,JOL,2,202516800154893,
202516900072,TI219,2025/2026,,2025-06-17,097,03,1,,,DR,260000000.00,JOS,2,202516800154901,
202516900073,TI869,2025/2026,,2025-06-17,097,03,1,,,DR,200000000.00,JOU,1,202516800154902,
202516900074,TM004,2025/2026,,2025-06-17,097,03,1,,,DR,500000000.00,JPH,1,202516800154904,
202516900075,TM010,2025/2026,,2025-06-17,097,03,1,,,DR,3500000000.00,JPD,3,202516800154903,
202516900076,TM219,2025/2026,,2025-06-17,097,03,1,,,DR,260000000.00,JPK,2,202516800154905,
202516900077,TM999,2025/2026,,2025-06-17,097,03,1,,,DR,580000000.00,JPQ,2,202516800154906,
202516900078,RGEPA,2025/2026,,2025-06-17,097,03,1,,,DR,762297588.41,JMZ,1,202516800154898,
202517000000,EPAYR,2025/2026,,2025-06-18,097,03,1,,,DR,1899064.85,JMR,13,202516900154973,
202517000001,JVBDP,2025/2026,,2025-06-18,097,03,1,,,DR,30768603282.91,JMY,72,202516900154974,
202517000002,JVRDI,2025/2026,,2025-06-18,006,03,1,,0060000,DR,24500058881.27,CMI,9,202516900154946,
202517000003,JVRGI,2025/2026,,2025-06-18,097,03,1,,,DR,1782473894.02,JMG,45,202516900154971,
202517000004,RDBOA,2025/2026,,2025-06-18,097,03,1,,,DR,19427095.31,JND,3,202516900154976,
202517000005,JVLVP,2025/2026,,2025-06-18,097,03,1,,,DR,7430513923.98,JML,2,202516900154972,
202517000006,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147002,DR,739.19,COK,1,202516900154948,
202517000007,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147004,DR,12610.68,COK,16,202516900154949,
202517000008,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147005,DR,5096.57,COK,5,202516900154950,
202517000009,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147006,DR,5192.10,COK,11,202516900154951,
202517000010,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147007,DR,4356.05,COK,6,202516900154952,
202517000011,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147008,DR,474.15,COK,1,202516900154953,
202517000012,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147009,DR,1455.34,COK,2,202516900154954,
202517000013,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147011,DR,800.44,COK,1,202516900154955,
202517000014,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147020,DR,876.46,COK,2,202516900154956,
202517000015,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147023,DR,863.32,COK,1,202516900154957,
202517000016,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147025,DR,2011.72,COK,3,202516900154958,
202517000017,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147026,DR,528.89,COK,2,202516900154959,
202517000018,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147027,DR,16124.47,COK,24,202516900154960,
202517000019,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147028,DR,807.99,COK,1,202516900154961,
202517000020,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147029,DR,1233.32,COK,1,202516900154962,
202517000021,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147030,DR,301.77,COK,1,202516900154963,
202517000022,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147031,DR,4526.59,COK,7,202516900154964,
202517000023,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147033,DR,986.09,COK,2,202516900154965,
202517000024,ADEPT,2025/2026,,2025-06-18,014,03,1,,0147036,DR,2707.30,COK,3,202516900154966,
202517000025,ADEPT,2025/2026,,2025-06-18,014,03,1,,0148460,DR,2695.00,COK,4,202516900154967,
202517000026,ADEPT,2025/2026,,2025-06-18,014,03,1,,0148477,DR,1796.00,COK,2,202516900154968,
202517000027,ADEPT,2025/2026,,2025-06-18,014,03,1,,0148488,DR,1246.00,COK,1,202516900154969,
202517000028,ADEPT,2025/2026,,2025-06-18,122,03,1,,1220382,DR,620.96,COK,1,202516900154987,
202517000029,ADEPT,2025/2026,,2025-06-18,122,03,1,,1220581,DR,329.25,COK,4,202516900154988,
202517000030,ADEPT,2025/2026,,2025-06-18,122,03,1,,1221491,DR,233.50,COK,1,202516900154989,
202517000031,ADEPT,2025/2026,,2025-06-18,122,03,1,,1221493,DR,328.75,COK,1,202516900154990,
202517000032,ADEPT,2025/2026,,2025-06-18,122,03,1,,1221494,DR,544.15,COK,5,202516900154991,
202517000033,ADEPT,2025/2026,,2025-06-18,122,03,1,,1221497,DR,116.75,COK,1,202516900154992,
202517000034,ADEPT,2025/2026,,2025-06-18,122,03,1,,1221569,DR,238.00,COK,1,202516900154993,
202517000035,ADEPT,2025/2026,,2025-06-18,122,03,1,,1221585,DR,193.00,COK,1,202516900154994,
202517000036,ADEPT,2025/2026,,2025-06-18,122,03,1,,1221887,DR,1533.75,COK,3,202516900154995,
202517000037,ADEPT,2025/2026,,2025-06-18,122,03,1,,1221926,DR,810.75,COK,1,202516900154996,
